用户ID,性别,年龄,归属地,客户类型,在网时长,换机频率,终端品牌,终端类型,最近使用操作系统偏好,入网渠道类型,渠道类型描述,上网流量使用,漫游流量使用,总收入,增值收入,流量收入,短信收入,彩信收入,语音收入,是否欠费,产品大类,产品分类
EF806847FF80A9BC1814EB526C708B4F,男,19,天津,公众客户,45,频繁换机型,苹果,4G,IOS 9.0,2,社会渠道,999.115086,0,104.2,24.45,29.7,0.3,0,39.75,否,本地套餐,4G本地套餐-40元套餐（京津）
EF96B0F9AC8C1AD6E35C036DD8E766BA,男,46,北京,公众客户,1,频繁换机型,小米,2G,ANDROID 4.2.1,1,自有渠道,0.450627,0,3.05,0.8,0.3,0.5,0.5,2.25,是,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
F07E82B0F6A151188255878FD0C60B9D,男,26,保定,公众客户,1,频繁换机型,乐视,4G,ANDROID,1,自有渠道,243.057481,0,63.95,60.2,60,0.2,0.2,3.75,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
F13BC8515D85C8917C65CB655E4E4A5E,男,26,北京,公众客户,1,频繁换机型,乐视,0,,1,自有渠道,154.267627,154.267627,59,46.6,46.5,0.1,0.1,0.4,是,省内流量套餐,30元750MB省内流量套餐
F3F9AEBA206A5DD2933EF1B463B7E519,男,46,天津,公众客户,1,频繁换机型,维沃,4G,ANDROID,2,社会渠道,274.906272,244.433301,70.8,61.8,60,1.8,1.8,9,否,基本套餐,4G全国套餐-76元套餐（新）
F46C10FADD1ECA4A417E0E19E75FD618,男,33,唐山,公众客户,3,频繁换机型,三星,4G,ANDROID 5.1.1,2,社会渠道,1165.292807,0,162.25,125.8,124.8,1,1,0.45,否,本地套餐,4G本地套餐-36元套餐
F545FEBA5293264ABF042710E1B3217D,男,58,唐山,公众客户,10,频繁换机型,,0,,2,社会渠道,0.523019,0,27,2,0.3,1.7,1.7,15,否,4G本地语音套餐,4G本地语音套餐-10元套餐
F77DC6FC4AF3360E5CD517312A65DCDB,男,27,北京,公众客户,5,频繁换机型,三星,3G,ANDROID,1,自有渠道,805.809988,87.680575,84.5,28.5,26.4,2.1,2.1,16,否,4G本地行业套餐,集客4G本地行业套餐-36元套餐（京）
F8105960285AB61C32FE18777C9A8367,男,37,天津,公众客户,11,频繁换机型,欧珀,4G,ANDROID 4.3,1,自有渠道,79.557585,0,217.15,24.3,24,0.3,0,122.85,否,4G本地语音套餐,4G本地语音套餐-70元套餐
B8E0D268236109F4D72BC6B37C08B7F3,男,36,北京,公众客户,66,频繁换机型,苹果,4G,IOS 8.0,1,自有渠道,3084.882363,1323.457126,293.22,144.76,130,0.76,0,55.8,否,智慧沃家共享,智慧沃家共享套餐-全国流量包49.9元1GB
B8FCC167278689E2F57A14CCC71ECA36,男,46,北京,公众客户,10,频繁换机型,宏达,3G,ANDROID,1,自有渠道,907.19431,907.19431,19.9,9.3,9,0.2,0.3,0.6,是,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
BAD1B48A3462A1B540C1C4DBDAE85349,男,24,天津,公众客户,59,频繁换机型,苹果,4G,IOS 8.0,2,社会渠道,1558.549923,37.490669,151.27,12.4,6.3,6.1,0,0.1,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
BD364176A686C8154A71297308B4F95F,男,48,天津,公众客户,8,频繁换机型,华为,4G,ANDROID 5.0,1,自有渠道,52.631403,2.634464,45.64,30.4,0.3,0.1,0,0.6,否,智慧沃家共享,智慧沃家共享套餐-全国流量包49.9元1GB
BD3B5EBE5231F0070BB7F4EB7963CA9B,女,24,北京,公众客户,40,频繁换机型,苹果,4G,IOS 8.0,1,自有渠道,2342.895273,0,184.95,33.6,17.4,11.2,11.2,67.35,否,省内流量套餐,60元1.5GB省内流量套餐
BE1BF65D3627DA8376A0B82E5E685EA3,女,21,北京,公众客户,50,频繁换机型,,0,,1,自有渠道,197.168098,197.168098,63.85,5.7,5.6,0.1,0.1,12.15,是,国内流量套餐,10元100MB国内流量套餐
C18F417974F4A881CBDAED2BE7AC1058,男,27,秦皇岛,公众客户,117,频繁换机型,小米,3G,,1,自有渠道,0.003408,0,14.25,0.5,0.3,0.2,0.2,3.75,否,4G本地语音套餐,4G本地语音套餐-10元套餐
C26EA5C851E5552B02DED6597CB7424E,女,20,北京,公众客户,47,频繁换机型,苹果,4G,IOS 8.0,1,自有渠道,2053.576935,65.191327,320.75,280.1,260.1,20,0,4.65,否,校园专属-非小区A套餐,校园专属-沃派36元A套餐
C5995C8759C86CCF1491B3BAC1326CF5,男,40,廊坊,公众客户,1,频繁换机型,苹果,4G,IOS 9.0,1,自有渠道,933.240044,0,86.34,66.7,57,0.7,0.7,19.64,否,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
C64101496FF65B1091C7711D37C3A845,男,48,沧州,公众客户,3,频繁换机型,联想,3G,ANDROID,2,社会渠道,17.073623,0,40.15,5.7,5.4,0.1,0.3,24.45,是,4G本地语音套餐,4G本地语音套餐-10元套餐
C67E4476B9BB2854796B261AA56BD3A2,男,48,天津,公众客户,1,频繁换机型,聆韵,2G,ANDROID,1,自有渠道,84.325511,0,111.5,21.5,6.6,14.9,14.9,90,否,智慧沃家共享,智慧沃家共享套餐-全国流量包49.9元1GB
C728F4CB43E7D9895D1942AB7EF69D9C,女,46,天津,公众客户,71,频繁换机型,三星,3G,ANDROID 4.1.2,2,社会渠道,423.090705,0,103.15,22.2,7.2,15,0,4.95,否,基本套餐,76元基本套餐（含国内语音200分钟，国内流量400MB）
C780DE4B74F16136364E67D5F681072A,男,64,天津,公众客户,69,频繁换机型,三星,4G,ANDROID 5.1.1,1,自有渠道,877.41784,174.359495,102.8,52.9,52.5,0.4,0.4,9.9,否,本地套餐,4G本地套餐-40元套餐（京津）
C79C9D4E635870EE8F90DAA5973B4EA7,女,40,北京,公众客户,8,频繁换机型,,2G,,1,自有渠道,2122.811739,0,69.45,54.8,53.4,1.4,1.4,4.65,是,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
C855001CA30653006E8115ABBD042BA9,男,36,北京,公众客户,2,频繁换机型,苹果,4G,IOS,1,自有渠道,1195.82625,743.978805,273,224.6,222.9,0.8,0.8,12.4,否,校园专属-非小区A套餐,校园专属-沃派36元A套餐
91FCD65E920A6B1A98FA26B6E5AE1A36,男,46,天津,公众客户,148,频繁换机型,欧珀,4G,ANDROID,1,自有渠道,2076.117078,157.280626,270.15,89.3,76.8,6,0,44.85,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
9370B8C421447C8E3BA4DF53DCDDED00,男,23,沧州,公众客户,1,频繁换机型,华为,4G,ANDROID 6.0,2,社会渠道,682.575581,0,70.95,60.3,60,0.3,0.3,10.65,否,基本套餐,106元基本套餐（含国内语音300分钟，国内流量800MB）
9413E99A09D0402578B92998CE81421A,男,29,邢台,公众客户,18,频繁换机型,苹果,4G,IOS 8.0,1,自有渠道,879.329655,0,90.1,44.4,42.3,2.1,2.1,11.7,否,省内流量套餐,30元750MB省内流量套餐
9435093212300807B865B9DEC7049521,男,30,天津,公众客户,17,频繁换机型,亿科泰达,2G,,2,社会渠道,1644.098734,25.225422,61.1,7.9,7.8,0.1,0,5.85,否,本地套餐,4G本地套餐-26元套餐
94F534FE353AE79E76EBA6EA74EA2021,男,58,秦皇岛,公众客户,13,频繁换机型,华为,2G,ANDROID 4.4.2,2,社会渠道,278.34547,0,62.7,6.8,11.7,0.1,0,39.9,否,本地套餐,4G本地套餐-16元套餐
965F92D35EF5D118E05129F593378D4C,男,25,石家庄,公众客户,21,频繁换机型,苹果,4G,IOS,2,社会渠道,1061.014213,0,98.9,9.1,6,2.7,2.8,37.8,否,省内流量套餐,20元450MB省内流量套餐
969F3474FA4C2AF09549C9628C09530E,男,23,北京,公众客户,38,频繁换机型,苹果,4G,IOS 8.0,2,社会渠道,3959.852468,558.548408,364.95,183.8,149.8,10,0,63.15,否,国内流量套餐,120元3GB国内流量套餐
004302E98307C86C723B2414ED854E9E,男,23,天津,公众客户,7,频繁换机型,三星,3G,ANDROID,1,自有渠道,1073.032086,0,327.6,188.4,187.2,0.2,0,113.2,否,本地套餐,4G本地套餐-26元套餐
0094B851EC9D02FA855366FB5922F15D,女,39,廊坊,公众客户,8,频繁换机型,奥珀,2G,ANDROID 5.1.1,2,社会渠道,0.747484,0.466038,27.05,2.9,0.3,2.6,2.6,14.15,否,4G本地语音套餐,4G本地语音套餐-10元套餐
01BD9672D7F627A530080B5D294990A2,男,23,廊坊,公众客户,1,频繁换机型,苹果,3G,IOS,2,社会渠道,4318.305576,3.591364,34.26,2.5,1.2,1.3,1.3,3.9,否,基本套餐,76元基本套餐（含国内语音200分钟，国内流量400MB）
01EF35139EA9377F3DCDB94A9A2004D0,女,19,天津,公众客户,14,频繁换机型,苹果,3G,IOS,1,自有渠道,783.321345,83.983526,43.5,4.5,1.5,3,0,3,否,本地套餐,4G本地套餐-26元套餐
02FDEEBEF0A7190FD4A47750D1C678A8,男,26,北京,公众客户,1,频繁换机型,小米,2G,ANDROID 5.0,1,自有渠道,5.577196,5.577196,11.75,2.3,1.8,0.5,0.5,9.45,是,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
0394A901522B04765A7AD40F5BA8CA60,男,24,唐山,公众客户,21,频繁换机型,,0,,1,自有渠道,298.5219,0,31.35,1.4,0.6,0.8,0.8,1.95,否,省内流量套餐,10元150MB省内流量套餐
05445814388E03F47034754F6412A4F5,男,45,天津,公众客户,22,频繁换机型,华为,4G,ANDROID 4.4.2,1,自有渠道,3.357984,2.878988,767.88,9.28,5,9.28,0,457.6,否,基本套餐,296元基本套餐（含国内语音1000分钟，国内流量4GB)
0614DBDA3366BF7DA029331A84B1285E,男,29,北京,公众客户,38,频繁换机型,小米,3G,ANDROID 4.1.1,2,社会渠道,105.344236,105.344236,25.3,0.9,0.8,0.1,0.1,10.4,否,国内流量套餐,10元100MB国内流量套餐
081E7D6A4E90E2501B48E61E993E1D35,女,53,天津,公众客户,93,频繁换机型,维沃,4G,ANDROID,1,自有渠道,496.514837,4.516274,107.35,7.4,14.4,3,0,73.95,否,本地套餐,4G本地套餐-26元套餐
08CBF7A50779CD538209B38728E5A6BB,男,46,北京,公众客户,14,频繁换机型,苹果,4G,IOS 8.0,1,自有渠道,619.975679,453.357197,80.96,39.46,38.4,1.06,0.8,25.5,否,校园专属-非小区基本套餐,校园专属-沃派16元套餐(北京)
08F847B213207F2F9ADF55B19818A5CD,男,27,北京,公众客户,10,频繁换机型,苹果,4G,IOS 8.0,1,自有渠道,4014.174419,609.256052,23.9,13.1,12,1.1,1.1,0.8,是,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
0AAA70CF4431B450E6050127075C5A42,男,31,天津,公众客户,113,频繁换机型,苹果,4G,IOS 9.0,2,社会渠道,574.929735,15.914073,63.2,9.9,4.8,5.1,0,9.3,否,省内流量套餐,30元750MB省内流量套餐
0CA5C2767C5C7C5DA6D6F0EDBBE765FE,女,30,天津,公众客户,39,频繁换机型,苹果,3G,IOS,2,社会渠道,872.495645,4.610976,51.8,0,1.5,5,0,11.8,否,本地套餐,4G本地套餐-40元套餐（京津）
0D1319505032D1F0EBE6313B3022534C,女,34,天津,公众客户,10,频繁换机型,欧珀,4G,ANDROID,2,社会渠道,2181.563242,1209.604424,203.56,108,60,19,0,22.92,否,基本套餐,106元基本套餐（含国内语音300分钟，国内流量800MB）
0D325F843E79D988E4DE26599F1EFC84,男,24,北京,公众客户,48,频繁换机型,苹果,4G,IOS 8.0,2,社会渠道,3976.911767,1900.877887,136.95,32.3,23.4,3.9,3.9,94.65,否,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
0D49E5A159C02319108C4B8F1C971686,男,17,北京,公众客户,1,频繁换机型,苹果,4G,IOS 9.0,1,自有渠道,622.844501,0,72.85,8,3,5,5,11.85,否,基本套餐,4G全国套餐-106元套餐（新）
0D5CE20C37FABD7FBF92370E9378DDC8,男,37,天津,公众客户,39,频繁换机型,苹果,3G,IOS,2,社会渠道,407.672275,31.808082,43.36,4.08,9.6,8,0,18.48,是,本地套餐,4G本地套餐-26元套餐
0DAC4FA9BEBACB4B9998EC5C43A44A3F,男,27,秦皇岛,公众客户,5,频繁换机型,小米,4G,ANDROID 4.4.2,1,自有渠道,1609.573207,496.148675,72.2,58.7,58.5,0.2,0.2,7.5,否,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
0F5F507425FB248CB98AFC9F7E5CCF2A,女,45,邯郸,公众客户,1,频繁换机型,欧珀,2G,ANDROID,1,自有渠道,15.015805,0,5.53,1.7,1.6,0.4,0.34,0.93,否,4G本地行业套餐,集团客户4G企业套餐（河北试点）
101F1EA3CA4432ACD0AA705C3C59D1B6,男,17,北京,公众客户,1,频繁换机型,欧珀,4G,ANDROID,2,社会渠道,2045.693083,0,78.1,67.1,66.3,0.8,0.8,1,否,省内流量套餐,10元150MB省内流量套餐
10AE82925756667E2826AA12C4A2E7C3,女,27,天津,公众客户,29,频繁换机型,魅族,4G,ANDROID 5.0.1,1,自有渠道,398.379718,398.379718,93.3,1.1,0.6,0.2,0,16.2,是,基本套餐,76元基本套餐（含国内语音200分钟，国内流量400MB）
111A35501A83465874C3121590D63956,男,14,北京,公众客户,20,频繁换机型,苹果,4G,IOS 8.0,2,社会渠道,1943.331564,0,164.36,14.06,3.9,1.16,0,14.3,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
151D331027CFBA0D78F7C57430E083B2,男,45,天津,公众客户,150,频繁换机型,华为,4G,ANDROID 4.4.2,1,自有渠道,416.694303,57.334379,65.97,5.75,17.4,3,0,40.72,否,本地套餐,4G本地套餐-26元套餐
1527ED3C864170B107B2DCB70EFD3C28,男,41,天津,公众客户,3,频繁换机型,金立,4G,ANDROID,1,自有渠道,188.470089,20.9018,20.2,4.9,4.8,0.1,0.1,9.3,是,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
15893362F7669758A5B1575B35010617,男,61,天津,公众客户,81,频繁换机型,百立丰,4G,,1,自有渠道,16.552613,1.136294,41.82,0.68,0.6,0.2,0,2.04,否,本地套餐,4G本地套餐-46元套餐（全国）
173307001461D755D1301AD4552B7E8F,男,33,北京,公众客户,113,频繁换机型,苹果,4G,IOS 8.0,2,社会渠道,558.158401,252.095729,248.12,32.32,31.8,0.52,0,33.8,否,校园专属-非小区基本套餐,校园专属-沃派16元套餐(北京)
185D1E308990F304A61C971E8220B09C,无法区分,26,北京,公众客户,10,频繁换机型,小米,2G,ANDROID 4.4.4,1,自有渠道,72.687606,31.990561,51.9,11.3,9.9,0.8,1.7,0.6,否,4G本地行业套餐,集客4G本地行业套餐-36元套餐（京）
C8FEBAEA6C7711CE66D11EFF63210DE1,女,42,邢台,公众客户,3,频繁换机型,苹果,4G,IOS 7.0,2,社会渠道,0.013196,0,31.2,2,0.3,1.7,1.7,19.2,否,4G本地语音套餐,4G本地语音套餐-10元套餐
C915B413D09CFD94A1856C39089B0F09,男,36,北京,公众客户,76,频繁换机型,华为,4G,ANDROID 5.0,1,自有渠道,1710.018993,570.446622,180.15,70,53.4,10,0,5.84,否,基本套餐,106元基本套餐（含国内语音300分钟，国内流量800MB）
C9652B05F7B7A174E37F8584C0DA31F0,男,32,北京,公众客户,1,频繁换机型,三星,2G,ANDROID 5.1.1,2,社会渠道,0.278773,0.278773,51.8,1.2,0.3,0.9,0.9,50.6,否,校园专属-非小区A套餐,校园专属-沃派36元A套餐
CA31EF2CAD10EE08977FD82FAAC766F9,男,28,北京,公众客户,1,频繁换机型,欧珀,4G,ANDROID,1,自有渠道,269.672875,0,96.9,82.1,81,1.1,1.1,14.8,否,4G本地行业套餐,集客4G本地行业套餐-36元套餐（京）
CA6DA598239D335657B2ED37E65E4475,男,46,衡水,公众客户,1,频繁换机型,小米,2G,ANDROID 5.0,2,社会渠道,6.685159,0,6,2.4,2.1,0.3,0.3,3.6,否,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
CAFF62777C13B435C36AF0282CE01B98,男,35,天津,公众客户,39,频繁换机型,联想,4G,ANDROID,1,自有渠道,846.211807,0,173.63,52.93,58.8,5.1,0,8.21,否,国内流量套餐,30元500MB国内流量套餐
CB30E7C27529BD33ACA9CBEA3F8F703D,男,53,保定,公众客户,190,频繁换机型,,0,,1,自有渠道,38.533638,17.056849,27,2.9,5.4,2.5,0,8.1,否,本地套餐,4G本地套餐-16元套餐
CB3E2D02D95C5FD07850379F3AEAB078,男,32,天津,公众客户,67,频繁换机型,小米,4G,ANDROID 5.0.2,1,自有渠道,529.816446,127.588225,128.37,73.9,68.8,0.1,0,0.1,否,国内流量套餐,10元100MB国内流量套餐
CB43B80E94533D047E096F4C174C15D6,男,20,张家口,公众客户,5,频繁换机型,首云,3G,,1,自有渠道,6.218531,0,100.9,2,2.1,0.7,0,85.95,否,4G本地语音套餐,4G本地语音套餐-20元套餐
CC095341D17310368A11877B49B4EE22,女,64,天津,公众客户,52,频繁换机型,苹果,4G,IOS 8.0,1,自有渠道,1255.018528,0,123.24,8,3,5,0,74.02,否,智慧沃家共享,智慧沃家共享套餐-全国流量包49.9元1GB
CD2C92BCD5A647770F9D4F1089B16D70,女,19,廊坊,公众客户,10,频繁换机型,小米,4G,ANDROID 4.1.1,2,社会渠道,727.327558,5.204939,34.25,2.7,1.8,0.9,0.9,5.55,否,校园专属-非小区B套餐,校园专属-沃派36元B套餐
CDC53CA15C1FC046706998752F242FD2,女,34,邯郸,公众客户,10,频繁换机型,欧珀,4G,ANDROID,2,社会渠道,490.818436,0,236.65,172.3,117.3,55,45,34.35,否,4G本地语音套餐,4G本地语音套餐-20元套餐
CDF15DCEDC71ACF28CB4F735737876FC,男,31,北京,公众客户,69,频繁换机型,苹果,4G,IOS 9.0,1,自有渠道,4275.616213,0,123.06,60.78,60,1.04,0,7.68,否,智慧沃家共享,智慧沃家共享套餐-全国流量包99.9元3GB
CE97F1215C17D5B79A70E2AF6ED39FD2,男,42,廊坊,公众客户,128,频繁换机型,三星,3G,ANDROID 4.3,1,自有渠道,247.676974,3.328146,30.6,1.3,1.2,0.1,0.1,3.3,否,本地套餐,4G本地套餐-26元套餐
CF98FAD8F87B056308CA96D0263FDD0A,男,22,北京,公众客户,52,频繁换机型,苹果,4G,IOS 8.0,1,自有渠道,5915.076923,313.709968,141.45,60.8,34.8,0.8,0.8,67.65,否,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
D0026699C833A266938A9A75D1F51F3A,男,26,北京,公众客户,38,频繁换机型,三星,4G,ANDROID 5.0,2,社会渠道,442.797593,160.773558,110.75,0.76,5,0.76,0,0.99,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
D142A8C218FA1512C85D476CD430C607,男,39,邢台,公众客户,116,频繁换机型,亿城,2G,,2,社会渠道,0.007245,0.002754,26.3,0.7,0.3,0.4,0.4,15.6,否,4G本地语音套餐,4G本地语音套餐-10元套餐
D21A4DF78DCD0FF90765D7A85A86C395,男,21,天津,公众客户,3,频繁换机型,,0,,1,自有渠道,275.179825,0.545484,74.67,21.41,0.3,24.9,21.16,14.16,是,本地套餐,4G本地套餐-46元套餐（全国）
D2D6CB3DB3A9ED5ED9275274C5291A56,男,67,天津,公众客户,79,频繁换机型,强者,2G,ANDROID 4.0.4,1,自有渠道,38.535021,2.224204,62.3,30.9,0.9,24,0,3.4,否,省内流量套餐,10元150MB省内流量套餐
D30900FAAB97FC5F9733F6C7743722D0,男,32,天津,公众客户,11,频繁换机型,小米,2G,ANDROID 4.2.2,2,社会渠道,2.494129,1.771607,44.1,0,0.6,0.1,0,4.1,否,本地套餐,4G本地套餐-40元套餐（京津）
D43BC0A2030C82AA6647B9E00CE744AF,无法区分,,北京,集团-中小企,1,频繁换机型,小米,4G,ANDROID 5.0,1,自有渠道,187.316265,0,254.6,116.3,56.4,59.9,59.9,138.3,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
D54C51416AE77CD94C89679EDF86FB97,女,37,保定,公众客户,6,频繁换机型,,0,,2,社会渠道,105.144955,0,43.4,31.9,31.8,0.1,0.1,1.5,否,4G本地语音套餐,4G本地语音套餐-10元套餐
D667933252B4C9F154A2A1442A21C263,女,21,北京,公众客户,33,频繁换机型,苹果,4G,IOS 9.0,2,社会渠道,2090.208399,0,125.45,27.7,2.7,10,0,51.75,否,校园专属-非小区A套餐,校园专属-沃派36元A套餐
D7148FF5B5FBA8E3E43CE150D64D7195,女,33,邯郸,公众客户,138,频繁换机型,,0,,2,社会渠道,232.905574,0,20.75,2.2,0.6,1.6,1.6,2.55,否,本地套餐,4G本地套餐-16元套餐
D783149B902688763414C698A3E03C04,女,64,石家庄,公众客户,2,频繁换机型,三星,4G,ANDROID 5.0,2,社会渠道,49.153923,0,50.45,5.5,4.2,1.3,1.3,4.95,是,4G本地语音套餐,4G本地语音套餐-10元套餐
D80282A15BED664A1F73C8F3B4CC50C3,男,29,天津,公众客户,3,从不换机型,乐视,4G,ANDROID,1,自有渠道,8825.648354,193.311675,339.51,139.2,124.2,0.1,0,35,否,4G本地行业套餐,集客4G本地行业套餐-30元套餐
D82EF34218F55C77B3177589ECE81F77,女,26,石家庄,公众客户,7,频繁换机型,苹果,3G,IOS 6.0,2,社会渠道,522.754874,22.17845,144.4,31,6.9,24.2,24.1,77.4,否,本地套餐,4G本地套餐-36元套餐
D842D6F99281F95F23DFC54274727113,女,32,天津,公众客户,40,频繁换机型,华为,4G,ANDROID 4.4.4,1,自有渠道,304.72839,0.302676,36.84,0,0.3,5,0,9.4,否,4G本地语音套餐,4G本地语音套餐-26元套餐
D88A7DA170E6CA3182754DC92FAE98FB,男,25,天津,公众客户,13,频繁换机型,小米,4G,ANDROID 4.4.4,2,社会渠道,8.984048,8.984048,44.4,5.8,2.7,3.1,0,8.6,否,校园专属-小区A套餐,校园专属-沃派30元A套餐（校园）
D9718F0816DC91D95AD58A0E5055B14C,男,28,石家庄,公众客户,3,频繁换机型,三星,3G,ANDROID,2,社会渠道,5.698477,0,25.25,2.5,1.8,0.7,0.7,12.75,否,4G本地语音套餐,4G本地语音套餐-10元套餐
DA0D32D8327019BD08D4512AA19E63B7,女,28,北京,公众客户,1,频繁换机型,苹果,4G,IOS 8.0,1,自有渠道,2.739789,0,7.45,1,0.9,0.1,0.1,6.45,否,基本套餐,4G全国套餐-76元套餐（新）
DA10EBBDBBA204A82630C2921F2E3757,男,32,北京,公众客户,86,频繁换机型,苹果,4G,IOS 9.0,1,自有渠道,622.488603,0,26.15,8.7,8.1,0.8,0.9,3.45,是,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
DA4FD108DCB2905F68E0603EB71F297C,女,20,衡水,公众客户,6,频繁换机型,三星,4G,ANDROID 4.4.2,1,自有渠道,895.379317,0,86.65,29.8,29.7,0.1,0.1,20.85,否,本地套餐,4G本地套餐-36元套餐
DB2DCA47A04E575A38BB98D840B15211,男,26,天津,公众客户,14,频繁换机型,苹果,3G,IOS,1,自有渠道,758.404155,0.607317,108.14,6.82,5,6.5,0.32,11.52,否,基本套餐,106元基本套餐（含国内语音300分钟，国内流量800MB）
DB9522FCD57F1B51A2589A9A97D86409,男,38,邢台,公众客户,139,频繁换机型,斐讯,4G,ANDROID,2,社会渠道,353.898622,0,134.55,108.8,106.2,1.1,1.4,15.75,否,4G本地语音套餐,4G本地语音套餐-10元套餐
DC40D68332E73B7281FA3465AF26E7AF,男,32,天津,公众客户,32,频繁换机型,乐视,4G,ANDROID,1,自有渠道,805.157426,0,33.86,15.8,10.5,5,0.3,10.05,否,智慧沃家共享,智慧沃家共享套餐-全国流量包49.9元1GB
DC8CDD4B286834B8D5E4D4C336969D41,男,20,天津,公众客户,1,频繁换机型,魅族,4G,ANDROID 5.0.1,2,社会渠道,1098.394201,343.017933,110.6,104,102.9,0.8,0.8,6.6,否,本地套餐,4G本地套餐-70元套餐（天津）
DCE8DE0C641312C00D6EE31A6871902B,男,23,北京,公众客户,1,频繁换机型,苹果,4G,IOS 7.0,1,自有渠道,24.764282,0,8.7,7.8,7.5,0.3,0.3,0.9,否,校园专属-非小区A套餐,校园专属-沃派36元A套餐
DFAB2895180DADB37E14D0D880DEDC54,女,27,保定,公众客户,3,频繁换机型,,0,,1,自有渠道,0.169261,0,5.13,0.93,0.1,1,0.85,4,否,4G本地行业套餐,集团客户4G企业套餐（河北试点）
E19FF432BA2E6008CDE23E689EE4E6A6,女,29,天津,公众客户,1,频繁换机型,乐视,4G,ANDROID,2,社会渠道,516.622811,1.495871,8.1,7.3,4.8,2.1,2.5,0.8,否,本地套餐,4G本地套餐-40元套餐（京津）
E2DBB50CCB5D6685426F4437462B0FB2,女,51,天津,公众客户,14,频繁换机型,小米,2G,ANDROID 4.4.4,2,社会渠道,205.407086,0.359718,27.9,0,0.3,5,0,1.9,否,本地套餐,4G本地套餐-26元套餐
E4F97E0C1ACA2620C6A28D2CAEAA67A0,男,45,天津,公众客户,8,频繁换机型,恒宇丰,2G,,2,社会渠道,2.361086,2.355552,58.7,0,0.9,4.2,0,18.7,否,本地套餐,4G本地套餐-40元套餐（京津）
E5105B69841F51B78BA9BA9F366EF998,男,24,北京,公众客户,1,频繁换机型,三星,3G,ANDROID,2,社会渠道,422.743488,28.882374,51.6,15.2,8.7,6.5,6.5,0.4,是,校园专属-非小区A套餐,校园专属-沃派36元A套餐
E5AD4B9A67E23E3306710F84B167D675,男,25,北京,公众客户,27,频繁换机型,苹果,4G,IOS 7.0,2,社会渠道,2675.628307,414.14658,128.6,19,9,10,0,15.6,否,国内流量套餐,90元2GB国内流量套餐
E63359B062A8365AA75BFA112170BE32,女,53,北京,公众客户,5,频繁换机型,苹果,4G,IOS 8.0,1,自有渠道,1237.774579,228.548096,178.61,60.26,75,0.26,0,47.03,否,基本套餐,76元基本套餐（含国内语音200分钟，国内流量400MB）
E6388DBB33585C4FAAE5AD4A4CF6CF86,男,33,衡水,公众客户,9,频繁换机型,奥洛斯,2G,ANDROID 4.3,2,社会渠道,19.263228,3.070795,84.15,6.8,6,0.2,0.2,67.35,否,4G本地语音套餐,4G本地语音套餐-10元套餐
E693858D45D4E0EF6428D18ECF772228,男,43,北京,公众客户,85,频繁换机型,华为,4G,ANDROID 5.0,2,社会渠道,1461.875302,0,187.65,62,60,2,0,19.65,否,基本套餐,106元基本套餐（含国内语音300分钟，国内流量800MB）
E7644E56313898E397D19F9693B13252,男,39,保定,公众客户,3,频繁换机型,三星,3G,ANDROID,2,社会渠道,1649.147253,4.656623,522.85,498.4,495.3,1.6,1.6,14.45,否,4G本地语音套餐,4G本地语音套餐-10元套餐
E8026EEE997B47060BEC2F6D6189B18F,女,19,北京,公众客户,6,频繁换机型,乐视,4G,ANDROID,2,社会渠道,2001.971761,124.096537,81.1,56.1,37.2,4.2,4.2,3,否,校园专属-非小区A套餐,校园专属-沃派36元A套餐
E952E69FD255D50589FE2FC7C7ECC70C,男,24,张家口,公众客户,31,频繁换机型,苹果,3G,IOS,1,自有渠道,2397.381697,2397.381697,168.38,84.9,65.2,3.5,3.5,6,否,国内流量套餐,20元300MB国内流量套餐
EDA2D028F1AC9AF07B3784C64CB2EF78,女,31,北京,公众客户,68,频繁换机型,苹果,4G,IOS 8.0,2,社会渠道,921.965842,23.216923,728.2,99.42,0.06,99.36,0.8,287.78,是,基本套餐,296元基本套餐（含国内语音1000分钟，国内流量4GB)
EE35AD8794D4277373224D9D1CC79495,男,61,承德,公众客户,105,频繁换机型,华为,4G,ANDROID 5.1.1,2,社会渠道,133.383033,10.478221,56.65,3.4,3.3,0.1,0.1,37.25,否,本地套餐,4G本地套餐-16元套餐
